names,gender,probability,count
Tzu,unknown,unknown,unknown
Tzu-Cheng,unknown,unknown,
Tzu-Chieh,unknown,unknown,
Tzu-Heng,unknown,unknown,
Tzu-Hsien,unknown,unknown,
Tzu-Kang,unknown,unknown,
Tzung,unknown,unknown,unknown
Tzu-Ping,unknown,unknown,
Tzu-Tsao,unknown,unknown,
Tzu-Ying,unknown,unknown,
Tzu-Yun,unknown,unknown,
Tzuyung,unknown,unknown,
Tzu-Yung,unknown,unknown,
Tzvetana,unknown,unknown,unknown
Ubiratan,male,1,2
Ubon,male,1,
Uchechukwu,male,0.67,3
Uchenna,male,0.84,19
Udalrich,unknown,unknown,unknown
Uday,male,1,
Udaya,male,0.57,
Udaybhanu,unknown,unknown,
Udho,unknown,unknown,unknown
Udi,male,1,39
Udim,unknown,unknown,unknown
Udit,male,1,28
Udo,male,0.96,
Uduakobong,female,1,1
Uffe,male,1,18
Ufuk,male,0.98,
Ugo,male,0.97,
Ugolino,unknown,unknown,unknown
Ugur,male,0.92,
Ugurcan,male,1,
Uhito,unknown,unknown,unknown
Uichi,unknown,unknown,unknown
Ujala,female,1,1
Ujjwal,male,1,
Ujjwala,unknown,unknown,unknown
Ulas,male,1,1
Uldis,male,1,2
Ulf,male,1,
Ulf-H,unknown,unknown,
Ulhas,unknown,unknown,unknown
Uli,male,0.58,26
Ulises,male,0.98,114
Ulisse,male,1,10
Ulisses,male,1,6
Ulkan,unknown,unknown,unknown
Ulku,female,1,
Ulla,female,1,
Ullrich,male,1,
Ulrica,female,1,22
Ulrich,male,1,
Ulrich-Wilhelm,unknown,unknown,
Ulrik,male,1,21
Ulrika,female,1,
Ulrike,female,1,
Ulunay,unknown,unknown,
Ulysses,male,0.95,
Uma,female,0.96,
Umair,male,0.98,50
Umamahesh,unknown,unknown,unknown
Umar,male,0.99,83
Umara,unknown,unknown,unknown
Umasuthan,unknown,unknown,
Umayal,unknown,unknown,unknown
Umberto,male,1,
Umed,unknown,unknown,unknown
Umer,male,1,81
Umesh,male,1,
Umile,unknown,unknown,
Umit,male,0.97,
Ummugulsum,female,1,
Ummugulsüm,female,1,
Umpei,male,1,1
Umut,male,0.97,
Umýt,unknown,unknown,
Una,female,0.99,
Unal,male,1,
Undine,female,1,
Undurti,unknown,unknown,unknown
Ung,female,0.5,
Ung-Kyu,unknown,unknown,
Un-Hae,unknown,unknown,
Un-Hye,unknown,unknown,
Unnati,female,1,4
Unni,female,0.78,
Unnur,female,1,
Unsal,male,0.96,
Unto,male,1,1
Upasana,female,1,11
Upendra,male,1,12
Uphar,unknown,unknown,
Uptal,unknown,unknown,unknown
Urbain,male,1,3
Urban,male,0.88,
Urh,male,1,1
Urho,unknown,unknown,unknown
Uri,male,0.86,
Uros,male,1,34
Urpu,unknown,unknown,unknown
Urs,male,1,
Urseline,unknown,unknown,unknown
Ursina,unknown,unknown,unknown
Urska,female,1,
Ursula,female,1,
Ursulo,unknown,unknown,unknown
Urszula,female,1,19
Urte,female,1,3
Uruj,female,1,
Urvij,unknown,unknown,
Usama,male,0.98,52
Usamah,unknown,unknown,unknown
Usame,male,1,
Usan,unknown,unknown,unknown
Usha,female,1,64
Ushio,unknown,unknown,
Usman,male,0.99,
Ustun,male,1,
Uswa,female,1,
Uta,female,1,
Utako,female,1,2
Ute,female,1,
Utku,male,0.97,
Utpal,male,1,5
Utz,male,1,2
Uwe,male,1,
Uygar,male,0.94,16
Uygur,unknown,unknown,
Uzair,male,1,
Uzi,male,0.95,22
Uzma,female,1,
Uzmee,unknown,unknown,unknown
V,female,0.75,4
Vabren,unknown,unknown,unknown
Vachaspathi,unknown,unknown,unknown
Vaclav,unknown,unknown,unknown
Václav,male,1,
Vadim,male,1,
Vadivel,male,1,
Vafa,female,1,
Vagmin,unknown,unknown,
Vahé,male,1,
Vahid,male,1,
Vahit,male,1,
Vahitha,unknown,unknown,unknown
Vaibhav,male,1,
Vaikom,unknown,unknown,unknown
Vaishali,female,1,
Vaja,unknown,unknown,unknown
Vakhtang,male,1,11
Val,female,0.83,
Valavanur,unknown,unknown,unknown
Valay,unknown,unknown,unknown
Valdeci,male,1,4
Valentin,male,1,
Valentín,male,1,
Valentina,female,1,
Valentine,female,0.88,
Valentino,male,0.98,47
Valér,male,1,
Valerae,unknown,unknown,
Valere,female,0.5,2
Valeri,male,0.93,57
Valeria,female,1,
Valerian,male,1,4
Valerie,female,1,
Valérie,female,1,
Valerio,male,1,
Valeriu,unknown,unknown,
Valeriy,male,1,8
Valery,female,0.77,
Vallerie,female,1,
Valliolah,unknown,unknown,
Valluvan,unknown,unknown,unknown
Valmik,unknown,unknown,unknown
Valmir,male,1,13
Valorie,unknown,unknown,
Valter,male,1,
Valtteri,male,1,11
Vamadevan,unknown,unknown,unknown
Vamshi,male,1,5
Vamsi,male,1,
Vamsidhar,male,1,3
Van,male,0.7,
Vana,female,1,
Vanajakshi,unknown,unknown,unknown
Vance,male,1,
Vanda,female,1,
Vandana,female,1,68
Vanderson,male,1,
Vandit,male,1,
Vandita,female,1,
Vane,female,0.99,
Vaneet,male,1,
Vanesa,female,1,235
Vanessa,female,1,
Vani,female,1,
Vania,female,0.98,120
Vanita,female,1,6
Vanja,female,0.84,
Vankeepuram,unknown,unknown,unknown
Vanna,female,1,24
Vannesa,female,1,7
Vannessa,female,1,
Vanni,male,0.67,3
Vannina,female,1,2
Vanu,female,1,2
Varant,unknown,unknown,unknown
Varda,female,1,2
Vardan,unknown,unknown,unknown
Vardiella,unknown,unknown,unknown
Varinder,male,1,5
Varpu,unknown,unknown,unknown
Varroud,unknown,unknown,unknown
Varsha,female,1,43
Vartan,male,1,
Varun,male,1,
Vasant,male,1,5
Vasanth,male,1,9
Vasantha,male,0.67,
Vasanti,unknown,unknown,unknown
Vasco,male,1,37
Vasia,female,0.86,7
Vasil,male,1,
Vasile,male,1,4
Vasileia,unknown,unknown,unknown
Vasileios,male,1,
Vasiliki,female,1,
Vasilios,male,1,
Vasilis,male,1,
Vasilisa,female,1,3
Vasilleios,unknown,unknown,
Vasim,male,1,2
Vasken,unknown,unknown,unknown
Vassil,unknown,unknown,unknown
Vassiliki,female,1,3
Vassiliky,unknown,unknown,unknown
Vassilios,male,1,
Vassilis,male,1,20
Vassily,male,1,1
Vathiath,unknown,unknown,
Vatsal,male,1,4
Vaughan,male,1,
Vaughn,male,0.97,35
Vazhma,unknown,unknown,unknown
Vecihi,male,1,
Veda,unknown,unknown,
Vedantam,unknown,unknown,
Vedat,male,1,
Vedika,unknown,unknown,unknown
Vedran,male,1,
Veeann,unknown,unknown,
Veena,female,1,
Veer,male,1,
Veera,female,0.74,
Veerajalandhar,unknown,unknown,
Veerasathpurush,unknown,unknown,
Veerle,female,1,
Vegard,male,1,44
Vei,unknown,unknown,unknown
Veijo,male,1,5
Veikko,male,1,3
Veit,male,1,
Vela,male,1,
Veli,male,1,
Velid,unknown,unknown,
Velimir,male,1,
Vella,female,1,12
Vellani,female,1,1
Venceslao,unknown,unknown,
Venerina,unknown,unknown,
Venessa,female,1,
Veneta,female,1,3
Vengalathur,unknown,unknown,
Venita,female,1,
Venkat,male,1,
Venkata,male,0.94,18
Venkatachalam,unknown,unknown,unknown
Venkatakrishna,male,1,2
Venkataraman,male,1,
Venkataramu,unknown,unknown,unknown
Venkatdeep,unknown,unknown,
Venkatesh,male,1,
Venkateshwar,male,1,2
Venki,male,1,1
Venu,male,1,
Venugopal,male,1,
Venugopalan,male,1,
Vera,female,1,
Verdi,male,1,3
Verdon,unknown,unknown,unknown
Vered,female,1,
Verena,female,1,
Verghese,unknown,unknown,unknown
Vern,male,0.9,41
Vernard,male,1,
Vernat,unknown,unknown,unknown
Verne,male,0.83,
Verner,male,1,
Vernon,male,1,
Veronica,female,1,
Veronika,female,1,
Veronique,female,1,
Véronique,female,1,
Vert,unknown,unknown,
Vesa,male,0.93,
Veselin,male,1,11
Vesna,female,1,
Vesta,female,0.91,11
Veuvette,unknown,unknown,unknown
Veysel,male,0.98,
Vi,female,0.76,
Viacheslav,male,1,2
Vianda,unknown,unknown,unknown
Vias,male,1,1
Vibeke,female,1,
Vibhash,unknown,unknown,unknown
Vibhav,male,1,4
Vibhor,male,1,
Vibhu,male,1,24
Vic,male,0.8,
Vicens,male,1,1
Vicent,male,1,23
Vicenta,female,1,7
Vicente,male,1,
Vicenzo,male,1,
Vichai,male,1,2
Vickas,unknown,unknown,unknown
Vicken,male,1,
Vicki,female,1,
Vickie,female,1,311
Vicknes,unknown,unknown,
Vicky,female,0.96,
Victor,male,1,
Víctor,male,1,
Victor-Götz,unknown,unknown,
Victoria,female,1,
Victorine,female,1,7
Vidal,male,0.92,25
Vidang,unknown,unknown,unknown
Vidar,male,1,
Vidas,unknown,unknown,unknown
Vidhushei,unknown,unknown,unknown
Vidhya,female,1,16
Vidit,male,1,1
Vidya,female,0.91,
Vidyadhar,male,1,
Vidyasagar,male,1,
Vien,female,0.75,4
Viggo,male,1,
Vignendra,unknown,unknown,unknown
Vignesh,male,1,17
Vigneshwar,male,1,2
Vijay,male,0.98,
Vijaya,female,0.89,28
Vijayakumar,male,1,4
Vijayan,male,1,8
Vijayant,male,1,1
Vijayanth,unknown,unknown,
Vijayasaradhi,unknown,unknown,
Vijayasimha,unknown,unknown,unknown
Vijayendra,male,1,
Vijendra,male,1,
Vijeya,unknown,unknown,unknown
Vik,male,0.61,
Vikas,male,1,
Vikki,female,0.99,138
Vikram,male,1,
Vikramaditya,male,1,1
Vikrant,male,1,39
Viktor,male,1,
Viktoria,female,0.98,137
Viktoriia,unknown,unknown,unknown
Viky,female,0.5,22
Vilas,male,1,
Vilhelm,male,0.92,
Vilhelmiina,female,1,2
Viliam,male,1,8
Ville,male,0.9,
Vilma,female,1,
Vilmos,male,1,
Vilmundur,unknown,unknown,unknown
Vily,female,1,1
Vimal,male,0.97,
Vimala,female,1,6
Vimalakannan,unknown,unknown,
Vin,male,0.94,33
Vinah,unknown,unknown,unknown
Vinay,male,1,
Vinaya,female,0.67,3
Vinayak,male,1,64
Vince,male,0.99,
Vincent,male,1,
Vincenzo,male,1,
Vinciane,female,1,7
Vineet,male,0.95,
Vinesh,male,1,4
Vinh,male,1,32
Vinicio,male,1,15
Vinicius,male,1,
Vinícius,male,1,
Vinit,male,1,20
Vinitha,female,1,2
Vinko,unknown,unknown,
Vinoban,unknown,unknown,unknown
Vinod,male,1,
Vinoda,unknown,unknown,unknown
Vinodh,male,1,
Vinson,male,1,
Vinu,male,0.96,
Vinzenz,unknown,unknown,unknown
Viola,female,1,
Violaine,female,1,
Violet,female,1,114
Violeta,female,1,
Violette,female,1,
Viorel,male,1,5
Vipin,male,1,65
Vipul,male,1,
Viqar,male,1,2
Viraat,unknown,unknown,
Viral,male,0.88,
Viranjini,unknown,unknown,
Virany,unknown,unknown,
Virat,male,1,1
Viren,male,1,
Virend,male,1,
Virender,male,1,6
Virendra,male,1,11
Virgil,male,1,
Virgile,male,1,15
Virgilio,male,1,
Virgine,unknown,unknown,
Virginia,female,1,
Virginie,female,1,
Virginija,female,1,5
Virna,female,1,
Viroj,unknown,unknown,
Visal,male,1,1
Vishal,male,1,
Vishesh,male,1,9
Vishnu,male,0.99,85
Vishnuprasath,unknown,unknown,
Vishnupriya,female,1,2
Vishwa,male,1,2
Vishwanath,male,1,
Vishwas,male,1,
Vismay,unknown,unknown,
Viswanath,male,1,
Viswanathan,male,1,1
Vit,female,0.5,6
Vitali,male,0.91,
Vitaliano,male,1,
Vitalie,male,1,5
Vitalii,male,1,4
Vitalij,unknown,unknown,unknown
Vitaly,male,1,
Vitalyi,unknown,unknown,unknown
Vitantonio,male,1,1
Vithanage,female,0.5,
Vito,male,0.99,
Viton,unknown,unknown,unknown
Vitool,unknown,unknown,
Vitor,male,1,
Vitsas,unknown,unknown,
Vittal,male,1,
Vittavat,unknown,unknown,unknown
Vittoria,female,1,
Vittorio,male,1,
Vivan,unknown,unknown,unknown
Viveca,female,1,29
Vivek,male,1,
Viveka,female,1,6
Vivekanand,unknown,unknown,unknown
Vivekanandan,unknown,unknown,
Vivencio,unknown,unknown,unknown
Vivian,female,0.96,
Viviana,female,0.96,
Viviane,female,0.97,
Vivi-Anne,female,1,
Viviany,unknown,unknown,unknown
Vivien,female,0.91,
Vivienne,female,1,
Vjekoslav,unknown,unknown,
Vlad,male,1,77
Vladan,male,1,20
Vlademir,male,1,
Vladimir,male,1,
Vladimír,male,1,
Vladimiro,unknown,unknown,unknown
Vladislav,male,1,27
Vladmir,male,1,1
Vlado,male,1,29
Vlasios,unknown,unknown,unknown
Vlasis,male,1,2
Vlassios,unknown,unknown,unknown
Vlasta,female,0.84,
Vlastimil,male,1,
Vo,male,0.74,
Voahanginirina,female,1,1
Vojislav,male,1,2
Vojtech,male,1,19
Voleti,male,1,
Volkan,male,0.97,
Volker,male,1,
Volkert,unknown,unknown,unknown
Volkhard,unknown,unknown,unknown
Volkmar,male,1,
Voon,female,0.67,3
Vorachai,unknown,unknown,unknown
Vorapot,unknown,unknown,unknown
Voravut,unknown,unknown,unknown
Vratika,unknown,unknown,unknown
Vratislav,male,1,4
Vrishank,male,1,1
Vruyr,unknown,unknown,unknown
Vsevolod,male,1,1
Vu,male,0.65,
Vuay,unknown,unknown,
Vudhi,unknown,unknown,
Vugar,male,1,
Vujadin,unknown,unknown,unknown
Vuokko,female,1,2
Vural,male,1,
Vuslat,female,1,
Vuyisile,male,1,5
Vyacheslav,male,1,4
Vyacheslev,unknown,unknown,unknown
Vytenis,male,1,1
W,male,0.71,7
Wacin,unknown,unknown,unknown
Waclaw,male,1,
Wadah,unknown,unknown,
Waddah,male,1,4
Wade,male,1,
Wadie,male,1,
Wadih,male,1,
Wady,male,1,
Wael,male,1,
Wafa,female,1,
Wafaa,female,1,
Wafae,female,1,9
Waffa,female,1,
Wafia,female,1,9
Wagih,male,1,
Wagner,male,0.98,51
Wah,male,0.95,19
Wahida,female,1,4
Wai,male,0.77,
Waiel,unknown,unknown,unknown
Wail,male,1,4
Waimei,unknown,unknown,unknown
Wai-Mun,unknown,unknown,
Wai-Wang,unknown,unknown,
Wai-Yuen,unknown,unknown,
Wajd,female,1,
Wajdi,male,1,7
Wajeeh,male,1,
Wajeeha,female,1,3
Wajid,male,1,10
Wakaba,unknown,unknown,
Wakako,female,1,2
Wakatomi,unknown,unknown,unknown
Waldemar,male,1,
Waldir,male,1,
Wale,male,0.9,
Waleed,male,1,
Walerian,unknown,unknown,unknown
Walid,male,0.99,
Walker,male,0.91,
Wallace,male,0.94,
Walmir,male,1,1
Walter,male,1,
Waltraud,female,1,
Waltraut,unknown,unknown,unknown
Wamis,unknown,unknown,
Wan,female,0.61,
Wanchun,unknown,unknown,unknown
Wan-Chun,unknown,unknown,
Wanda,female,0.99,
Wanfen,unknown,unknown,unknown
Wang,male,0.74,
Wangde,unknown,unknown,unknown
Wangjun,unknown,unknown,
Wang-jun,unknown,unknown,
Wangmi,unknown,unknown,
Wanhong,unknown,unknown,
Wan-Kun,unknown,unknown,
Wanling,female,1,2
Wanming,unknown,unknown,
Wanpen,female,1,
Wanqiu,unknown,unknown,
Wan-Seok,unknown,unknown,
Wanshan,unknown,unknown,
Wansheng,unknown,unknown,unknown
Wan-Sheng,unknown,unknown,
Wanshou,unknown,unknown,
Wan-Soo,unknown,unknown,
Wansu,unknown,unknown,unknown
Wanwarang,unknown,unknown,unknown
Wanyin,female,1,2
Wan-Yuo,unknown,unknown,
Wanzhen,unknown,unknown,unknown
Waqar,male,1,
Waqas,male,1,
Warangkna,unknown,unknown,unknown
Ward,male,0.88,
Warner,male,1,7
Warren,male,1,
Warrick,male,1,
Warwick,male,1,
Waseem,male,0.81,
Washington,male,1,
Wasiem,unknown,unknown,unknown
Wassila,female,1,5
Wassim,male,1,48
Wataru,male,1,
Wato,unknown,unknown,unknown
Way,female,0.62,
Wayde,male,0.9,10
Waylan,male,1,1
Wayne,male,1,
Wazir,male,1,6
Wazma,unknown,unknown,unknown
Weang,male,1,1
WeangKee,unknown,unknown,unknown
Webster,male,1,
WeeBeng,unknown,unknown,unknown
WeeChi,unknown,unknown,unknown
Weems,unknown,unknown,unknown
Weera,male,1,
Weerasak,male,1,
Wei,female,0.54,
Weibin,male,1,
Wei-Bin,male,1,
Wei-bing,unknown,unknown,
Weibo,unknown,unknown,unknown
Wei-Cai,unknown,unknown,
Weichao,unknown,unknown,unknown
Wei-Che,unknown,unknown,
Wei-Chen,unknown,unknown,
Wei-Ching,female,1,
Weidong,male,1,
Wei-Dong,unknown,unknown,
Weien,unknown,unknown,
Weifang,unknown,unknown,unknown
Weifei,unknown,unknown,
Weifeng,unknown,unknown,unknown
Wei-Feng,unknown,unknown,
Weigang,unknown,unknown,
Weiguang,unknown,unknown,
Weiguo,male,1,
Wei-guo,unknown,unknown,
Weihang,unknown,unknown,unknown
Weihong,unknown,unknown,unknown
Wei-Hong,male,1,
Wei-Hsiu,unknown,unknown,
Weihu,unknown,unknown,
Wei-Hu,unknown,unknown,
Weihua,male,1,
Wei-Hua,unknown,unknown,
Weiji,unknown,unknown,unknown
Weijia,unknown,unknown,unknown
Weijian,unknown,unknown,unknown
Weijing,unknown,unknown,unknown
Weijuan,female,1,1
Weijun,male,1,
Wei-Jun,unknown,unknown,
Wei-Kai,unknown,unknown,
Weike,female,1,
Weili,male,0.8,
Wei-Li,unknown,unknown,
Weiliam,unknown,unknown,
Weilin,male,1,
Wei-Lin,unknown,unknown,
Weiluo,unknown,unknown,
Weimin,male,1,
Weiming,unknown,unknown,unknown
Wei-Ming,unknown,unknown,
Wein-Chin,unknown,unknown,
Weinian,unknown,unknown,unknown
Weining,male,1,
Wei-Ning,unknown,unknown,
Weipeng,unknown,unknown,unknown
Wei-Pin,unknown,unknown,
Weiping,female,1,1
Wei-Ping,female,0.5,
Weiqi,unknown,unknown,unknown
Weiqiang,male,1,
Weiqin,unknown,unknown,unknown
Weiqing,unknown,unknown,unknown
Wei-Qing,unknown,unknown,
Weiquan,male,1,1
Weiqun,unknown,unknown,unknown
Weiren,unknown,unknown,
Wei-Ren,unknown,unknown,
Weishan,unknown,unknown,
Weisheng,male,1,
Weishi,unknown,unknown,
Wei-Shi,unknown,unknown,
Weitao,male,1,
Wei-Tao,unknown,unknown,
Weiting,male,1,1
Weiwei,female,0.57,7
Wei-wei,unknown,unknown,
Wei-Wen,unknown,unknown,
Weixiang,unknown,unknown,
Weixin,unknown,unknown,unknown
Wei-xin,unknown,unknown,
Weixing,unknown,unknown,
Weixun,unknown,unknown,unknown
Weiya,unknown,unknown,
Weiyan,unknown,unknown,
Weiyang,female,1,
Weiye,unknown,unknown,
Weiyi,female,1,3
Wei-Ying,unknown,unknown,
Weiyong,unknown,unknown,
Weiyu,female,1,
Wei-Yu,unknown,unknown,
Weiyuan,unknown,unknown,unknown
Wei-Zen,unknown,unknown,
Weizhong,unknown,unknown,unknown
Wei-Zhou,unknown,unknown,
Weldon,male,1,9
Wellington,male,1,
Welting,unknown,unknown,
Welton,male,1,2
Wen,female,0.77,
Wenbao,unknown,unknown,
Wen-Biao,unknown,unknown,
Wenbin,unknown,unknown,unknown
Wen-Bin,unknown,unknown,
Wenbo,male,1,1
Wen-Bo,unknown,unknown,
Wenche,female,1,36
Wencheng,unknown,unknown,unknown
Wen-Cheng,unknown,unknown,
Wen-Chi,male,1,
Wen-Chien,unknown,unknown,
Wen-Chih,unknown,unknown,
Wen-Ching,unknown,unknown,
Wen-Chung,unknown,unknown,
Wenda,female,1,10
Wendel,male,1,3
Wendell,male,1,
Wendie,female,1,2
Wending,unknown,unknown,
Wendy,female,0.99,
Wenfang,unknown,unknown,unknown
Wenfei,unknown,unknown,
Wen-Fei,unknown,unknown,
Wenfeng,unknown,unknown,unknown
Wen-Feng,unknown,unknown,
Wengding,unknown,unknown,
Weng-Pin,unknown,unknown,
Wenguang,unknown,unknown,unknown
Wenhai,unknown,unknown,
Wenhao,male,1,
Wen-Hsien,unknown,unknown,
Wen-Hsing,unknown,unknown,
Wen-Hsuan,unknown,unknown,
Wenhua,female,0.83,
Wenhui,unknown,unknown,unknown
Wen-Jer,unknown,unknown,
Wenji,unknown,unknown,unknown
Wenjian,male,1,
Wen-Jian,unknown,unknown,
Wenjiao,unknown,unknown,unknown
Wenjie,male,0.67,
Wen-Jie,unknown,unknown,
Wenjing,female,1,
Wen-Jiunn,unknown,unknown,
Wenjuan,female,1,1
Wen-Jui,unknown,unknown,
Wenjun,female,1,
Wen-jun,unknown,unknown,
Wen-Kai,unknown,unknown,
Wenkui,unknown,unknown,unknown
Wen-Kui,unknown,unknown,
Wenli,female,1,
Wenliang,unknown,unknown,unknown
Wenling,unknown,unknown,unknown
Wen-ling,unknown,unknown,
Wenlong,male,1,1
Wenming,unknown,unknown,unknown
Wen-Ming,unknown,unknown,
Wenner,male,1,
Wenqin,female,1,1
Wenquang,unknown,unknown,
Wen-Rong,unknown,unknown,
Wenrui,unknown,unknown,unknown
Wensheng,unknown,unknown,unknown
Wen-Ta,unknown,unknown,
Wentao,male,1,
Wentian,unknown,unknown,unknown
Wentien,unknown,unknown,
Wenting,female,1,
Wentong,unknown,unknown,unknown
Wenwei,female,1,1
Wenwen,female,1,
Wen-Wen,unknown,unknown,
Wenwu,unknown,unknown,unknown
Wenxia,unknown,unknown,unknown
Wenxiang,unknown,unknown,
Wenxuan,unknown,unknown,unknown
Wen-xue,unknown,unknown,
Wenya,female,1,
Wen-Ya,unknown,unknown,
Wenyan,female,1,
Wenyaw,unknown,unknown,unknown
Wen-Yi,female,1,
Wenying,female,1,2
Wen-Ying,unknown,unknown,
Wenyu,female,1,
Wenyuan,male,1,
Wen-Yuan,unknown,unknown,
Wen-Zhao,unknown,unknown,
Wenzhe,unknown,unknown,
Wenzhen,unknown,unknown,
Wen-Zhen,unknown,unknown,
Wenzhi,male,1,
Wenzhuan,unknown,unknown,
Weon,unknown,unknown,unknown
Weranuj,unknown,unknown,unknown
Werasak,unknown,unknown,
Werner,male,1,
Weronika,female,1,18
Wes,male,1,
Wesley,male,1,
Westby,unknown,unknown,unknown
Westley,male,1,
Weston,male,1,
Whady,unknown,unknown,unknown
Whal,unknown,unknown,unknown
Whan,unknown,unknown,
Whedy,unknown,unknown,unknown
Whit,female,0.5,10
Whitney,female,0.99,
Whoan-Jeang,unknown,unknown,
W-I,unknown,unknown,
Wibke,female,1,2
Wicharn,unknown,unknown,
Wichert,unknown,unknown,unknown
Wichien,unknown,unknown,
Wiebe,male,1,
Wiebke,female,1,
Wiek,unknown,unknown,unknown
Wieland,male,1,1
Wieslaw,male,1,1
Wieslawa,female,1,5
Wietze,unknown,unknown,unknown
Wiggo,unknown,unknown,unknown
Wijnand,male,1,2
Wiktor,male,1,8
Wilbert,male,1,
Wilbur,male,1,13
Wilco,male,1,
Wiley,male,1,8
Wilf,male,1,4
Wilfred,male,1,
Wilfried,male,1,
Wilham,male,1,
Wilhelm,male,1,
Wilhelmina,female,1,10
Wilhelmus,unknown,unknown,unknown
Wilke,unknown,unknown,
Wilko,male,1,2
Will,male,0.99,
Willa,female,0.97,
Willam,male,1,
Willard,male,1,
Willeke,female,1,
Willem,male,1,
Willem-Bart,unknown,unknown,
Willemijn,female,1,4
Willem-Jan,unknown,unknown,
Willi,male,1,12
William,male,1,
Williams,male,0.95,
Willibald,male,1,1
Willie,male,0.95,
Willis,male,0.88,
Willlem,unknown,unknown,
Willy,male,1,
Wilm,unknown,unknown,unknown
Wilma,female,1,110
Wilmer,male,0.97,103
Wilson,male,0.99,
Wilton,male,1,10
Wiltrud,unknown,unknown,
Wim,male,0.99,
Wimjan,unknown,unknown,unknown
Wimonrat,female,1,
Win,male,0.69,84
Winand,male,1,
Winfield,male,1,2
Winfred,male,1,
Winfried,male,1,
Wing,female,0.74,
Wing-Kuang,unknown,unknown,
Wing-Kwang,unknown,unknown,
Wing-Kwong,unknown,unknown,
Wing-Sze,unknown,unknown,
Winifred,female,1,
Winnie,female,0.98,
Wino,male,1,2
Winster,unknown,unknown,
Winston,male,0.98,
Winthrop,unknown,unknown,unknown
Winward,unknown,unknown,
Wira,male,0.9,10
Wiro,male,1,
Wiroj,unknown,unknown,
Wirote,male,1,2
Wisam,male,0.87,23
Wishwa,male,1,
Wissam,male,0.91,35
Wistar,unknown,unknown,unknown
Wistremundo,unknown,unknown,unknown
Wito,unknown,unknown,unknown
Witold,male,1,
Wiwat,male,1,
Wiwun,unknown,unknown,unknown
Wladimir,male,1,
Wladyslaw,male,1,
Wlodzimierz,male,1,1
Wm,male,0.82,11
Wnimunk,unknown,unknown,unknown
Wo,male,0.71,
Wobo,unknown,unknown,unknown
Woei,unknown,unknown,unknown
Woei-Jack,unknown,unknown,
Woitek,unknown,unknown,unknown
Wojciech,male,1,
Wojtek,male,1,30
Woldecherkos,unknown,unknown,unknown
Wolf,male,0.95,
Wolf-Dieter,unknown,unknown,
Wolfdietrich,unknown,unknown,
Wolfgang,male,1,
Wolfhart,unknown,unknown,
Wolf-Ingo,unknown,unknown,
Wolfram,male,1,
Wolter,male,1,
Won,male,0.8,
Won-Beom,unknown,unknown,
Won-Chul,unknown,unknown,
Wong,female,0.5,215
Wongtong,unknown,unknown,
Won-Hah,unknown,unknown,
Wonhee,female,0.67,3
Won-Hee,unknown,unknown,
Wonik,unknown,unknown,
Won-Ik,unknown,unknown,
Won-Jae,unknown,unknown,
Won-Jin,unknown,unknown,
Won-Joong,unknown,unknown,
Won-Ju,unknown,unknown,
Wonjung,female,1,
Won-Kee,unknown,unknown,
Won-Man,unknown,unknown,
Won-Sang,unknown,unknown,
Won-Seok,unknown,unknown,
Won-Soek,unknown,unknown,
Wonsuk,male,1,10
Won-Suk,unknown,unknown,
Woo,male,0.65,
Woochul,unknown,unknown,unknown
Woo-Chul,unknown,unknown,
Wood,male,1,3
Woodrow,male,1,1
Woo-Hyung,unknown,unknown,
Woojin,male,1,
Woo-Jong,unknown,unknown,
Wook,male,1,
Woo-Keun,unknown,unknown,
Woo-Kie,unknown,unknown,
Wook-Jae,unknown,unknown,
Wookjin,unknown,unknown,unknown
Wook-Ro,unknown,unknown,
Woo-Min,unknown,unknown,
Woon,male,0.86,
Woong,male,1,
Woon-Man,unknown,unknown,
Woo-Suck,unknown,unknown,
Woosung,unknown,unknown,
Woo-Sung,unknown,unknown,
Worawat,male,1,
Worawut,male,1,
Wout,male,1,20
Wouter,male,1,
Wu,male,0.58,
Wubing,unknown,unknown,
Wudbhav,unknown,unknown,
Wuilker,unknown,unknown,
Wulf,male,1,3
Wulfran,unknown,unknown,unknown
Wuming,male,1,1
Wunan,unknown,unknown,unknown
Wun-Jer,unknown,unknown,
Wunpen,unknown,unknown,
Wuqi,unknown,unknown,unknown
Wuqiang,unknown,unknown,unknown
Wuqikun,unknown,unknown,
Wu-Sheng,unknown,unknown,
Wuxia,unknown,unknown,unknown
Wuxiang,unknown,unknown,unknown
W-W,unknown,unknown,
Wyatt,male,1,65
Wybren,unknown,unknown,unknown
Wygenia,unknown,unknown,unknown
Wylie,male,0.57,7
Wyman,male,1,6
Wyn,female,0.6,5
Wynne,female,0.96,25
Wynnie,female,1,
Wynona,female,1,2
Wyzscx,unknown,unknown,
X,unknown,unknown,unknown
Xabier,male,1,
Xanden,unknown,unknown,unknown
Xander,male,0.97,29
Xavier,male,0.99,
Xenia,female,1,
Xenofon,male,1,
Xenos,male,1,1
Xi,male,0.71,
Xia,female,0.98,
Xian,male,1,
Xian-Biao,unknown,unknown,
Xianbin,unknown,unknown,unknown
Xiandi,unknown,unknown,
Xianfeng,unknown,unknown,
Xian-Feng,unknown,unknown,
Xiang,male,0.62,
Xiangang,unknown,unknown,unknown
Xiangbin,unknown,unknown,unknown
Xiangdong,unknown,unknown,
